,gisjoin,lat_tract,long_tract,population,adj_radiuspop_5,urbanindex,FIPS,total_pop
31027,G2500050600100,42.05676,-71.10445,4096,108888.0,11.59807,25005,552277
31073,G2500050640100,41.65657,-71.14791,4739,112815.0,11.6335,44005,87943
31152,G2500070200100,41.4528,-70.61874,4100,7676.0,8.945854,25007,17275
31156,G2500090201100,42.42721,-70.9249,3488,200797.0,12.21005,25009,775860
31318,G2500110040100,42.66333,-72.84092,4422,1462.917,7.288188,25011,70926
31336,G2500130800101,42.14958,-72.50393,3791,171318.0,12.05128,25013,469188
31439,G2500150820101,42.28258,-72.2881,6522,13037.0,9.475547,25015,161197
31475,G2500170300100,42.67656,-71.82321,3195,8090.0,8.998384,25017,1582857
31792,G2500190950100,41.2841,-70.10898,1279,12634.0,9.444147,25019,10912
31797,G2500210400100,42.34557,-71.11196,5304,975015.0,13.79021,25021,694389
31927,G2500230500101,42.30443,-70.90448,4132,37284.0,10.52632,25023,509114
32027,G2500250000100,42.36148,-71.13859,4668,859711.0,13.66435,25025,780685
32226,G2500270700100,42.65903,-71.92521,6210,2967.867,7.995599,25027,818249
32398,G2600010000100,44.8095,-83.50005,1717,970.3482,6.877655,26001,10413
32403,G2600030000100,46.52794,-86.22994,3595,173.7593,5.157671,26003,9254
32406,G2600050030200,42.74058,-86.17659,3146,43310.0,10.67614,26005,114145
32430,G2600070000100,45.01496,-83.73837,4570,1344.022,7.203422,26007,28730
32439,G2600090960100,45.141,-85.31036,2598,1379.26,7.229302,26009,23133
32446,G2600110970100,44.12355,-83.74937,2337,2438.096,7.798973,26011,15238
32451,G2600130000100,46.73511,-88.2368,4118,345.3571,5.844579,26013,8580
32453,G2600150010100,42.68096,-85.13258,5913,2123.69,7.660911,26015,59607
32464,G2600170280300,43.60048,-83.87707,1229,57061.0,10.95188,26017,105350
32490,G2600190000100,44.62482,-85.89275,7121,1839.578,7.517292,26019,17462
32495,G2600210000300,42.12241,-86.43613,2192,41161.0,10.62525,26021,154948
32543,G2600230950100,42.02863,-84.97498,3787,2455.989,7.806284,26023,43543
32555,G2600250000200,42.32378,-85.17015,3700,74569.0,11.21948,26025,134327
32594,G2600270001000,41.83028,-85.82052,3764,1900.246,7.549739,26027,51397
32605,G2600290000100,45.19503,-84.81256,1800,1991.708,7.596748,26029,26160
32618,G2600310960100,45.64386,-84.63705,2969,1837.857,7.516356,26031,25475
32626,G2600330970100,46.39585,-84.22512,3223,1422.064,7.259865,26033,38023
32639,G2600350000100,44.11809,-84.70316,1531,2753.205,7.920521,26035,30597
32650,G2600370010104,42.81847,-84.50974,3283,57545.0,10.96032,26037,77321
32672,G2600390960100,44.7891,-84.5985,2160,1110.692,7.012738,26039,13821
32677,G2600410970100,45.89655,-86.61961,1647,498.1411,6.210884,26041,36395
32688,G2600430950100,46.11319,-87.86227,1645,298.3373,5.698225,26043,25694
32695,G2600450020101,42.76168,-84.62339,2893,99476.0,11.50767,26045,108586
32723,G2600470970100,45.69656,-84.85212,2226,647.9973,6.473886,26047,32978
32731,G2600490000100,43.07227,-83.72313,2506,118657.0,11.68399,26049,410881
32861,G2600510000100,44.11826,-84.48709,2768,1266.877,7.14431,26051,25324
32870,G2600530950100,46.29472,-89.34972,2559,237.1379,5.468642,26053,15577
32877,G2600550550101,44.73369,-85.45773,6123,6664.0,8.804475,26055,91222
32893,G2600570000100,43.37997,-84.78668,3908,1925.553,7.562968,26057,41319
32903,G2600590050100,42.02921,-84.41836,4550,2165.275,7.680303,26059,45909
32915,G2600610000100,47.16012,-88.39936,2625,6251.0,8.740497,26061,36333
32925,G2600630950100,44.04273,-82.94221,1348,1713.633,7.446371,26063,31750
32937,G2600650000100,42.75834,-84.54431,2068,174404.0,12.06913,26065,286185
33016,G2600670030100,43.04641,-84.93636,6727,1776.118,7.482185,26067,64147
33029,G2600690000100,44.47437,-83.6091,2482,1447.097,7.277315,26069,25317
33038,G2600710000100,46.24399,-88.3242,2403,325.4574,5.785232,26071,11291
33043,G2600730000100,43.77061,-84.9085,3330,1662.085,7.415828,26073,70572
33058,G2600750000100,42.26125,-84.4251,2654,68234.0,11.1307,26075,158989
33096,G2600770000100,42.29722,-85.56264,2820,120325.0,11.69795,26077,259830
33153,G2600790950200,44.80243,-85.189,4672,1410.125,7.251434,26079,17358
33158,G2600810000100,43.0249,-85.64689,2380,151484.0,11.92824,26081,636376
33286,G2600830000100,47.36208,-88.1259,2128,303.3749,5.71497,26083,2136
33288,G2600850960100,44.05955,-85.9355,2415,656.0313,6.486208,26085,11669
33292,G2600870330000,43.17542,-83.05581,3698,1988.098,7.594934,26087,88205
33316,G2600890970100,45.15781,-85.64935,2143,423.0162,6.04741,26089,21564
33322,G2600910060100,42.00612,-83.84077,3742,8221.0,9.014447,26091,98585
33345,G2600930710100,42.77006,-83.71246,2538,43007.0,10.66912,26093,186946
33406,G2600950960100,46.40694,-85.42138,4259,682.9089,6.526361,26095,6406
33408,G2600970950100,46.0091,-84.34172,1503,616.7407,6.424448,26097,10836
33413,G2600990206700,42.80488,-83.00413,4016,23215.0,10.05255,26099,864019
33628,G2601010000100,44.44059,-85.96159,3408,721.2136,6.580935,26101,24432
33637,G2601030000100,46.5463,-87.38783,2150,22387.0,10.01624,26103,67145
33661,G2601050950100,44.09128,-86.16608,2499,837.2912,6.730172,26105,28800
33669,G2601070960100,43.73316,-85.14996,2327,5785.0,8.663024,26107,43181
33680,G2601090960100,45.78405,-87.5517,3527,284.4777,5.650655,26109,23389
33687,G2601110290100,43.61705,-84.23763,3710,45515.0,10.7258,26111,83489
33706,G2601130960100,44.42896,-85.08034,3974,743.2587,6.611044,26113,14982
33710,G2601150830100,42.04356,-83.25658,3521,40223.0,10.60219,26115,149619
33748,G2601170970100,43.37603,-84.91086,4382,2102.645,7.650951,26117,62956
33761,G2601190910100,45.12553,-84.02608,2254,600.7791,6.398227,26119,9290
33766,G2601210000100,43.24421,-86.20609,4798,87875.0,11.38367,26121,172707
33808,G2601230970100,43.71209,-85.78475,4427,677.8217,6.518884,26123,47899
33819,G2601250120000,42.84116,-83.12395,3059,11006.0,9.306196,26125,1241860
34156,G2601270010300,43.55802,-86.338,6966,2118.265,7.658352,26127,26317
34163,G2601290950100,44.46417,-84.03044,2282,2104.387,7.651779,26129,20979
34170,G2601310970100,46.62484,-89.10828,1737,453.6666,6.117362,26131,6072
34173,G2601330970100,44.06981,-85.18076,4073,1032.661,6.939894,26133,23221
34179,G2601350970201,44.7781,-84.25982,1557,1350.417,7.208169,26135,8304
34184,G2601370950100,45.11068,-84.51164,2758,693.6306,6.541939,26137,24247
34190,G2601390020100,43.11811,-85.84837,5217,2360.333,7.766558,26139,280243
34243,G2601410950100,45.47762,-84.09642,1770,525.3206,6.264009,26141,12854
34249,G2601430970100,44.42157,-84.43458,1883,2809.303,7.940692,26143,23934
34259,G2601450000100,43.44912,-83.92134,980,93726.0,11.44813,26145,193803
34315,G2601470620000,42.95058,-82.44685,4671,52957.0,10.87724,26147,159761
34364,G2601490040100,41.97319,-85.62853,3526,17417.0,9.765202,26149,60890
34381,G2601510970100,43.60429,-82.65412,1644,844.8406,6.739148,26151,41535
34393,G2601530000100,46.24662,-86.0758,2432,233.4332,5.452896,26153,8114
34396,G2601550030100,43.05787,-84.02798,5917,2873.091,7.963144,26155,68617
34413,G2601570000100,43.62933,-83.20483,4090,1621.438,7.391068,26157,53569
34426,G2601590010100,42.37605,-85.87913,6784,2079.744,7.64,26159,75190
34441,G2601610400100,42.2801,-83.74625,2300,158558.0,11.97388,26161,361509
34541,G2601630500100,42.4444,-82.95092,3145,341809.0,12.74201,26163,1763822
35144,G2601650380100,44.41658,-85.42744,5087,939.0354,6.844853,26165,32915
35152,G2700010770100,46.77178,-93.33428,2230,423.9424,6.049597,27001,15841
35158,G2700030050107,45.39936,-93.43831,2723,7613.0,8.937613,27003,344861
35241,G2700050450100,46.88933,-95.27691,2912,883.837,6.784273,27005,33552
35251,G2700070450100,47.48451,-95.00272,6504,8679.0,9.068662,27007,45847
35261,G2700090020100,45.69295,-93.8413,5659,877.321,6.776873,27009,39360
35270,G2700110950100,45.38163,-96.28683,1427,920.572,6.824995,27011,5039
35273,G2700130170100,44.18341,-93.83054,4809,2535.725,7.838235,27013,65767
35289,G2700150960101,44.3181,-94.45628,1976,14871.0,9.607168,27015,25243
35297,G2700170070100,46.74117,-92.45451,5112,12391.0,9.424726,27017,35408
35304,G2700190090100,44.93463,-93.82841,6049,2617.585,7.870008,27019,98799
35323,G2700210940001,47.09742,-94.53488,4183,531.7811,6.276232,27021,28810
35333,G2700230950300,44.90125,-95.56583,1972,1113.397,7.015171,27023,12040
35337,G2700250110100,45.64901,-93.07366,3880,2266.808,7.726128,27025,54297
35347,G2700270020100,46.8772,-96.74313,5184,101427.0,11.52709,27027,59871
35356,G2700270030106,46.9166,-96.75636,2169,75557.0,11.23264,38017,172789
35360,G2700290000100,47.54645,-95.44601,2807,352.6648,5.865518,27029,8824
35363,G2700310480100,47.90746,-90.53931,3406,734.7878,6.599582,27031,5270
35365,G2700330270100,44.02133,-94.98473,2803,911.772,6.81539,27033,11437
35369,G2700350950100,46.69569,-93.9292,1759,1538.496,7.33856,27035,63505
35385,G2700370060101,44.916,-93.07665,3674,300307.0,12.61256,27037,414655
35480,G2700390950100,44.12807,-92.77247,4441,1425.086,7.261988,27039,20485
35485,G2700410450100,46.06278,-95.45581,3108,1515.609,7.323573,27041,36891
35494,G2700430460100,43.77036,-93.8504,1824,1116.414,7.017877,27043,13966
35500,G2700450960100,43.80822,-91.91739,3402,824.7089,6.71503,27045,20825
35506,G2700470180100,43.75798,-93.17079,2969,872.4542,6.77131,27047,30619
35516,G2700490080101,44.55226,-92.54998,3673,16219.0,9.693938,27049,46138
35526,G2700510070100,46.03495,-95.97607,3119,565.0253,6.336871,27051,5923
35528,G2700530000101,45.04549,-93.30869,3137,330103.0,12.70716,27053,1224763
35827,G2700550020100,43.8201,-91.29784,5677,54060.0,10.89785,27055,18709
35832,G2700570070100,47.32353,-94.91875,4674,636.0402,6.455262,27057,20743
35839,G2700590130100,45.658,-93.37859,3701,899.7717,6.802141,27059,38584
35847,G2700610480100,47.7425,-93.93108,2556,246.6209,5.507852,27061,45237
35858,G2700630480100,43.69565,-95.00881,2250,2720.875,7.908709,27063,10104
35862,G2700650480100,46.05414,-93.23161,3348,533.686,6.279808,27065,15948
35866,G2700670770900,45.1079,-95.04721,3095,19033.0,9.85393,27067,42577
35878,G2700690090100,48.77538,-96.61392,2429,255.8593,5.544628,27069,4384
35880,G2700710790100,48.57298,-93.39658,2153,8031.0,8.991064,27071,12776
35884,G2700730180100,45.07648,-96.11397,2174,639.639,6.460904,27073,6840
35887,G2700750370100,47.65144,-91.44827,4665,139.8792,4.940779,27075,10578
35890,G2700770460300,48.5784,-94.56843,1493,135.2624,4.907216,27077,3841
35892,G2700790950100,44.47249,-93.72959,6777,1006.784,6.914516,27079,27810
35898,G2700810201001,44.4759,-96.26498,2908,338.7787,5.825347,27081,5724
35900,G2700830360100,44.58553,-95.85028,3754,910.1693,6.813631,27083,25789
35907,G2700850950100,44.93264,-94.13712,5264,968.8981,6.87616,27085,35816
35914,G2700870940100,47.35281,-95.95856,3037,545.9824,6.302587,27087,5500
35916,G2700890080100,48.35783,-95.92426,2288,205.5968,5.325917,27089,9397
35920,G2700910790100,43.80342,-94.55307,2974,2044.7,7.623006,27091,20084
35926,G2700930560100,45.13661,-94.31148,5139,2086.446,7.643217,27093,23105
35932,G2700950170400,45.72526,-93.62066,5447,2667.64,7.888949,27095,25635
35939,G2700970780100,46.2044,-94.57509,2928,832.9993,6.725033,27097,32880
35947,G2700990000100,43.68883,-92.97144,1986,30600.0,10.32876,27099,39386
35958,G2701010900100,44.11623,-95.78864,2029,551.188,6.312076,27101,8394
35961,G2701030480100,44.37582,-94.41914,3277,7943.0,8.980046,27103,33477
35968,G2701050105100,43.72746,-95.63281,2847,2114.757,7.656695,27105,21854
35974,G2701070960100,47.32516,-96.2514,2516,391.4524,5.969864,27107,6589
35977,G2701090000100,44.02243,-92.46354,1695,98926.0,11.50213,27109,151685
36010,G2701110960102,46.67356,-95.48923,2516,1262.411,7.140779,27111,57790
36027,G2701130090100,48.06874,-95.8558,2417,389.8779,5.965834,27113,14197
36032,G2701150950100,46.30817,-92.52504,2266,309.8564,5.736109,27115,29057
36040,G2701170460100,44.10921,-96.25797,1512,1134.389,7.03385,27117,9229
36045,G2701190020100,47.94965,-97.02014,4512,49897.0,10.81772,27119,31564
36055,G2701210970100,45.6047,-95.24873,2269,1030.984,6.93827,27121,10932
36059,G2701230030100,44.98051,-93.19193,5033,454662.0,13.02731,27123,537893
36195,G2701250010100,47.85486,-95.99891,1932,385.3637,5.954187,27125,4017
36197,G2701270750100,44.40836,-94.99107,2783,623.6251,6.435549,27127,15430
36203,G2701290790100,44.80069,-94.62356,2675,476.2054,6.165849,27129,14798
36209,G2701310070100,44.50095,-93.40372,6946,2108.774,7.653862,27131,65251
36222,G2701330570100,43.73045,-96.27209,2419,2631.724,7.875394,27133,9433
36225,G2701350970100,48.93819,-95.54028,4179,558.8102,6.32581,27135,15537
36230,G2701370000100,46.85347,-92.05976,4347,48964.0,10.79884,27137,200294
36296,G2701390080100,44.77916,-93.33918,2180,145072.0,11.88499,27139,141463
36317,G2701410030101,45.41857,-93.57529,11553,2577.955,7.854752,27141,92024
36328,G2701430170198,44.64885,-94.01158,4386,1130.345,7.030278,27143,14888
36332,G2701450000301,45.54781,-94.16582,3350,94249.0,11.4537,27145,155300
36361,G2701470960100,44.12265,-93.1977,4876,28314.0,10.25111,27147,36612
36369,G2701490480100,45.60589,-96.04488,2364,2036.304,7.618891,27149,9759
36372,G2701510960100,45.27624,-95.37765,2289,580.322,6.363583,27151,9448
36376,G2701530790100,46.32177,-94.78074,3182,579.2675,6.361764,27153,24423
36384,G2701550460100,45.88631,-96.41969,2056,294.8925,5.686611,27155,3357
36386,G2701570490100,44.36,-92.05229,2871,1557.355,7.350744,27157,21490
36392,G2701590480100,46.72007,-94.97497,3335,574.5806,6.353641,27159,13626
36395,G2701610790100,44.15023,-93.6468,3653,1976.86,7.589265,27161,18898
36400,G2701630070103,45.28237,-93.00035,4948,30184.0,10.31507,27163,250979
36450,G2701650950100,44.06545,-94.61452,3754,2508.056,7.827263,27165,10936
36453,G2701670950100,46.35772,-96.46762,3193,1122.114,7.02297,27167,6398
36455,G2701690670100,44.09909,-91.90704,7572,699.325,6.550116,27169,50992
36465,G2701710100100,45.26797,-93.62467,14983,23174.0,10.05079,27171,131130
36482,G2701730970100,44.8061,-95.6662,3100,1113.397,7.015171,27173,9930
36486,G2800010000100,31.47834,-91.25937,8001,1168.146,7.063173,28001,28453
36495,G2800030950100,34.95611,-88.43166,5587,10268.0,9.236788,28003,37242
36502,G2800050950100,31.24912,-90.69009,4595,551.3237,6.312322,28005,12574
36505,G2800070060100,33.1668,-89.42805,3328,590.7607,6.381411,28007,18731
36511,G2800090950100,34.88705,-89.18447,5658,416.6528,6.032253,28009,8306
36513,G2800110950100,34.01449,-90.81946,3399,708.978,6.563825,28011,33121
36521,G2800130950100,34.05365,-89.34554,3650,4466.0,8.404248,28013,14617
36526,G2800150950100,33.5816,-89.94548,4429,447.6161,6.103936,28015,10221
36528,G2800170950100,34.0229,-88.79785,4134,1273.617,7.149616,28017,17305
36532,G2800190950100,33.43385,-89.26203,2910,1669.625,7.420355,28019,8360
36535,G2800210950100,32.02867,-90.88416,2670,1307.331,7.175743,28021,9106
36538,G2800230950100,32.0549,-88.57737,4173,1238.972,7.122037,28023,16089
36542,G2800250950100,33.68363,-88.76292,5554,1150.37,7.047839,28025,19990
36547,G2800270950100,34.36528,-90.55126,3600,668.8599,6.505575,28027,24296
36554,G2800290950100,31.98495,-90.34827,5984,2620.552,7.87114,28029,28748
36560,G2800310950100,31.70692,-89.48573,5413,1749.383,7.467019,28031,19172
36564,G2800330070101,34.92537,-90.20074,2922,2863.122,7.959668,28033,173267
36597,G2800350000200,31.31991,-89.30181,2635,58103.0,10.96997,28035,75835
36614,G2800370950100,31.47671,-90.77708,5137,371.1949,5.916727,28037,7772
36616,G2800390950101,30.81459,-88.50436,5952,881.0618,6.781128,28039,23545
36621,G2800410950100,31.30033,-88.63928,8150,332.641,5.807064,28041,13801
36623,G2800430950100,33.77098,-89.64838,5924,935.7725,6.841372,28043,21379
36628,G2800450030100,30.30836,-89.34355,5416,20123.0,9.909618,28045,46277
36635,G2800470000100,30.39885,-88.86308,227,52011.0,10.85921,28047,200491
36680,G2800490000100,32.37609,-90.13335,4817,100686.0,11.51976,28049,243249
36744,G2800510950100,33.128,-89.87405,4287,598.965,6.395203,28051,18267
36749,G2800530950100,33.21026,-90.45609,2708,7218.0,8.884334,28053,8678
36752,G2800550950100,32.74139,-90.98921,1296,468.8855,6.150359,28055,1296
36753,G2800570950100,34.38691,-88.31441,5026,860.8234,6.757889,28057,23439
36758,G2800590040101,30.63396,-88.56342,7709,1537.214,7.337727,28059,141314
36786,G2800610950100,32.12348,-89.12111,4680,517.6124,6.249227,28061,16547
36792,G2800650950100,31.67855,-89.86443,5058,665.2993,6.500237,28065,11639
36795,G2800670950100,31.77686,-89.04999,6392,2366.902,7.769337,28067,68328
36808,G2800690030100,32.75454,-88.51909,5556,297.4859,5.695367,28069,10082
36810,G2800710950100,34.41918,-89.35806,4643,973.0021,6.880386,28071,52744
36820,G2800730020100,31.36587,-89.55751,9084,1244.419,7.126424,28073,60517
36828,G2800750000200,32.37149,-88.71107,2697,36308.0,10.49979,28075,78221
36847,G2800770960100,31.60002,-90.02981,4559,1038.338,6.945376,28077,12659
36850,G2800790040100,32.85513,-89.43269,3111,821.0086,6.710534,28079,22936
36855,G2800810950101,34.4508,-88.71631,5385,2149.021,7.672768,28081,84840
36873,G2800830950100,33.68904,-90.35347,949,723.3652,6.583914,28083,30113
36881,G2800850950100,31.64735,-90.35678,3856,1910.131,7.554927,28085,34542
36887,G2800870000101,33.65482,-88.31404,6499,1900.097,7.54966,28087,59558
36901,G2800890030101,32.44001,-90.11219,7010,59319.0,10.99068,28089,102212
36922,G2800910950100,31.35021,-89.77972,5665,1728.167,7.454816,28091,25466
36928,G2800930950100,34.92828,-89.47768,5889,705.054,6.558274,28093,35981
36934,G2800950950100,34.00935,-88.32918,5444,1195.903,7.086657,28095,35967
36943,G2800970950100,33.57917,-89.63239,2654,982.9578,6.890566,28097,10309
36946,G2800990010100,32.81944,-88.99293,5540,1399.913,7.244165,28099,29437
36953,G2801010050100,32.4897,-89.01234,3044,827.7107,6.718664,28101,21437
36958,G2801030950100,33.10297,-88.45868,4944,1952.933,7.577087,28103,10942
36961,G2801050950100,33.49847,-88.73886,8808,10423.0,9.25177,28105,49392
36969,G2801070950100,34.44634,-90.05916,8075,1049.571,6.956137,28107,34229
36975,G2801090950100,30.83055,-89.43705,5669,2626.859,7.873544,28109,55049
36984,G2801110950101,31.37042,-88.96748,4664,1302.113,7.171743,28111,12047
36987,G2801130950101,31.25643,-90.32788,4695,2313.652,7.746583,28113,39763
36995,G2801150950101,34.29319,-88.88311,4046,2185.604,7.689647,28115,31075
37001,G2801170950100,34.6798,-88.43946,5846,1342.495,7.202285,28117,25389
37006,G2801190950100,34.36523,-90.29472,2165,1201.136,7.091023,28119,7537
37009,G2801210020101,32.47116,-89.83857,4811,909.18,6.812543,28121,149645
37036,G2801230020100,32.46453,-89.39224,6645,1042.839,6.949702,28123,28399
37042,G2801250950100,32.87961,-90.8129,2511,5121.0,8.541105,28125,4631
37044,G2801270950100,31.9748,-89.7559,4921,1540.535,7.339885,28127,27215
37049,G2801290950100,32.12769,-89.51628,5031,462.4047,6.136441,28129,16114
37052,G2801310020100,30.8522,-89.13461,4035,1129.443,7.02948,28131,17981
37055,G2801330950100,33.87449,-90.55283,6617,521.3746,6.256469,28133,26915
37062,G2801350950100,34.02023,-90.05809,3656,5298.0,8.575085,28135,14552
37066,G2801370950100,34.65788,-89.75756,5240,1341.951,7.20188,28137,28333
37071,G2801390950100,34.92305,-88.92403,4711,812.3969,6.699989,28139,21993
37075,G2801410950100,34.91306,-88.24532,3136,1656.314,7.41235,28141,19476
37079,G2801430950100,34.6486,-90.37309,5385,7892.0,8.973605,28143,10276
37081,G2801450950100,34.54668,-88.88239,4510,1752.503,7.4688,28145,28202
37087,G2801470950100,31.23784,-90.15515,6976,1136.228,7.035469,28147,14670
37090,G2801490950100,32.47691,-90.818,4664,1148.649,7.046342,28149,47510
